,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
4308,0,0,1,1,0,0,2,0,1,5,1,0,1,1,5,3.0,0
4309,0,0,1,0,0,2,2,1,1,6,1,0,0,0,0,2.0,1
4310,0,0,1,0,0,4,3,3,1,3,1,0,0,0,0,1.0,1
4311,1,1,0,0,0,4,2,3,1,2,1,0,0,0,5,1.0,1
4312,0,0,0,0,0,4,2,1,2,2,1,1,1,0,0,2.0,1
4313,1,0,1,0,0,4,2,1,1,6,1,1,0,0,1,2.0,3
4314,0,0,1,0,0,2,2,1,2,4,1,0,0,0,5,2.0,0
4315,1,1,1,0,0,0,2,3,2,1,1,1,0,0,1,1.0,3
4316,0,0,1,0,1,4,3,4,1,8,1,0,1,0,8,1.0,0
4317,0,1,0,0,0,0,3,1,5,2,1,0,0,0,8,2.0,1
4318,1,1,0,0,0,0,2,1,1,1,1,1,0,0,1,2.0,3
4319,1,1,1,0,1,4,3,1,1,1,1,0,0,0,1,2.0,2
4320,0,0,0,0,0,0,2,3,1,4,1,1,0,0,5,1.0,3
4321,1,1,1,0,1,4,2,1,1,4,1,0,0,0,0,2.0,0
4322,0,0,0,1,0,0,2,0,1,2,1,0,0,0,3,3.0,0
4323,0,0,1,0,0,4,2,1,1,0,1,0,0,0,1,2.0,0
4324,0,0,0,0,0,1,2,1,1,7,0,0,1,0,0,2.0,0
4325,0,0,0,0,0,4,3,1,1,3,1,0,0,0,5,2.0,0
4326,0,0,0,0,0,1,2,3,1,9,0,0,0,0,0,1.0,0
4327,0,0,0,0,0,0,3,1,1,5,1,0,0,0,8,2.0,1
4328,0,0,1,0,0,4,2,3,1,1,1,0,0,0,1,1.0,1
4329,0,0,1,0,0,4,2,1,1,3,1,0,0,0,5,2.0,3
4330,1,0,0,0,0,0,2,1,4,6,1,0,0,1,10,2.0,1
4331,0,0,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,0
4332,0,1,0,0,0,0,2,3,1,0,1,0,0,0,3,1.0,1
4333,0,1,0,1,0,0,3,0,5,1,1,0,1,1,8,3.0,3
4334,0,0,1,0,0,4,2,1,1,4,1,0,1,0,1,2.0,0
4335,0,0,0,0,0,4,2,4,1,5,1,1,1,0,3,1.0,1
4336,0,0,1,0,0,2,3,1,1,6,1,1,1,0,1,2.0,0
4337,0,0,1,0,2,0,2,1,1,6,1,0,1,0,0,2.0,3
4338,1,1,1,0,0,4,2,1,1,5,1,0,1,0,0,2.0,2
4339,1,1,0,0,0,4,2,1,1,6,1,0,0,0,6,2.0,1
4340,0,1,1,0,3,0,3,2,1,7,1,1,1,0,2,1.0,1
4341,1,0,1,0,0,0,3,1,1,8,1,0,0,0,10,2.0,3
4342,0,1,1,0,0,4,3,1,1,4,1,1,1,0,8,2.0,0
4343,1,0,0,0,0,4,2,1,1,8,1,0,0,0,17,2.0,1
4344,1,0,0,0,0,0,3,3,1,1,1,0,0,0,4,1.0,2
4345,1,0,1,1,0,4,2,1,1,1,1,0,0,0,1,3.0,2
4346,0,0,0,0,0,0,3,1,5,6,1,0,0,0,8,2.0,0
4347,1,1,1,0,1,4,3,1,1,1,1,1,1,1,2,2.0,0
4348,0,0,1,0,0,4,2,1,1,4,1,0,0,0,7,2.0,3
4349,0,0,1,1,0,0,2,0,1,1,1,0,0,1,0,3.0,2
4350,0,1,1,0,0,4,3,1,1,2,1,0,0,1,8,2.0,3
4351,1,1,1,1,0,0,3,1,1,2,1,0,0,0,2,3.0,1
4352,0,0,0,0,0,2,3,1,1,2,1,1,1,0,5,2.0,0
4353,1,1,0,2,0,0,3,1,1,2,1,0,0,0,5,4.0,0
4354,0,0,0,0,0,4,2,1,1,1,1,0,1,0,5,2.0,1
4355,0,0,0,4,0,0,2,1,1,3,1,1,1,0,0,6.0,2
4356,0,0,1,0,0,4,2,1,1,7,1,0,0,0,0,2.0,1
4357,1,1,0,1,0,4,2,1,5,2,1,1,1,0,5,3.0,0
4358,0,0,1,1,0,0,3,3,1,4,1,0,0,0,0,2.0,3
4359,0,0,1,0,0,0,2,1,1,4,1,0,0,0,3,2.0,0
4360,0,1,0,0,1,4,3,1,1,4,1,0,0,0,0,2.0,2
4361,1,1,1,1,0,4,2,1,1,1,1,1,0,0,10,3.0,2
4362,1,1,0,1,0,4,2,1,1,6,1,0,1,0,1,3.0,0
4363,1,1,1,0,0,0,2,1,1,1,1,0,0,0,1,2.0,2
4364,1,1,1,2,1,4,1,1,1,2,1,0,1,0,1,4.0,1
4365,0,0,0,0,0,0,3,3,1,1,1,1,0,0,0,1.0,2
4366,1,0,1,1,0,4,3,1,1,1,1,0,1,0,3,3.0,2
4367,1,1,1,1,0,0,2,1,1,4,1,0,0,0,1,3.0,3
4368,0,0,1,0,0,1,2,3,1,7,0,0,1,0,0,1.0,0
4369,0,0,1,0,0,1,2,1,1,6,0,0,0,0,0,2.0,2
4370,0,1,1,2,1,0,3,1,1,3,1,0,0,0,3,4.0,2
4371,1,0,0,1,0,4,2,1,1,4,1,0,0,0,1,3.0,0
4372,1,0,0,0,0,2,2,3,1,0,1,0,0,0,5,1.0,0
4373,0,1,1,1,0,0,3,0,1,1,1,0,1,0,8,3.0,1
4374,0,1,1,1,0,4,3,1,1,0,1,0,0,0,0,3.0,0
4375,0,1,1,3,0,0,2,1,1,2,1,0,1,0,4,5.0,0
4376,0,0,1,0,0,0,2,4,1,8,1,0,0,0,8,1.0,1
4377,1,1,0,1,0,4,2,1,4,2,1,1,0,0,1,3.0,1
4378,0,0,1,2,1,0,2,3,1,3,1,0,0,0,3,3.0,2
4379,0,0,0,0,0,4,2,1,1,4,1,1,0,0,1,2.0,2
4380,1,0,1,1,0,4,2,1,4,1,1,1,1,0,1,3.0,0
4381,1,1,0,0,0,4,1,3,1,0,1,1,0,0,2,1.0,1
4382,0,0,1,0,0,4,2,4,1,4,1,0,0,0,1,1.0,0
4383,0,0,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,0
4384,1,0,1,1,0,4,3,1,1,3,1,1,1,0,0,3.0,1
4385,1,1,1,1,0,4,2,1,1,1,1,1,0,0,10,3.0,3
4386,0,1,0,0,0,4,2,1,1,3,1,1,0,0,2,2.0,0
4387,0,0,1,0,0,4,2,3,1,3,1,0,0,0,4,1.0,2
4388,1,0,1,1,0,0,2,1,1,1,1,0,0,0,1,3.0,1
4389,0,1,1,0,0,4,3,1,1,0,1,0,1,0,0,2.0,1
4390,0,1,1,0,1,4,3,0,1,2,1,0,0,0,0,2.0,1
4391,1,0,0,0,0,4,2,1,1,1,1,0,1,0,1,2.0,2
4392,0,0,0,0,0,1,2,1,1,7,0,0,0,0,0,2.0,2
4393,0,0,0,0,0,4,2,1,1,1,1,0,0,0,1,2.0,0
4394,0,1,0,1,0,4,2,0,1,3,1,1,1,0,7,3.0,2
4395,0,0,1,0,0,1,2,1,1,7,0,0,0,1,0,2.0,3
4396,1,0,0,0,0,1,3,1,1,9,0,0,0,0,0,2.0,0
4397,0,0,0,0,0,0,2,0,1,6,1,0,0,0,1,2.0,1
4398,0,1,0,0,1,4,2,1,1,5,1,1,1,0,1,2.0,1
4399,1,1,1,0,0,4,2,1,1,6,1,0,1,0,6,2.0,0
4400,1,1,1,1,1,2,3,1,3,3,1,0,0,0,5,3.0,2
4401,0,0,1,0,0,4,2,1,1,7,1,0,0,0,1,2.0,0
4402,0,0,1,1,0,0,2,1,1,2,1,0,0,0,1,3.0,0
4403,0,0,1,0,1,4,2,1,2,4,1,0,0,1,10,2.0,0
4404,1,1,0,2,0,4,3,1,1,2,1,0,0,0,5,4.0,1
4405,1,1,1,0,0,0,2,1,1,2,1,0,0,0,1,2.0,3
4406,0,1,1,1,0,0,2,2,1,3,1,0,0,0,1,2.0,3
4407,0,0,1,0,0,2,2,1,1,7,1,0,0,0,0,2.0,0
4408,0,0,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,1
4409,0,0,1,2,0,4,2,1,1,5,1,0,1,0,0,4.0,0
4410,0,1,1,0,0,4,2,1,1,3,1,1,0,0,5,2.0,0
4411,1,1,1,2,1,4,3,1,1,2,1,0,0,0,1,4.0,0
4412,0,0,0,0,0,0,2,1,1,6,1,0,0,0,0,2.0,3
4413,1,1,1,2,3,0,3,1,1,1,1,0,0,0,2,4.0,0
4414,0,0,1,0,0,4,3,3,1,3,1,0,0,0,0,1.0,0
4415,0,0,1,0,1,1,2,3,1,8,0,0,0,0,0,1.0,0
4416,0,0,1,0,0,4,2,1,1,1,1,1,0,0,5,2.0,0
4417,0,0,1,0,0,1,2,1,1,7,0,0,1,0,0,2.0,3
4418,0,0,0,0,0,0,2,3,1,4,1,1,0,0,5,1.0,2
4419,0,0,1,1,1,0,3,1,1,4,1,0,0,1,5,3.0,0
4420,0,0,1,1,0,0,3,1,1,0,1,0,0,1,18,3.0,0
4421,0,0,0,0,0,1,2,1,1,7,0,0,0,0,0,2.0,1
4422,0,1,1,1,0,4,2,3,1,1,1,0,0,0,12,2.0,0
4423,0,0,1,0,0,4,2,3,1,3,1,0,1,0,1,1.0,0
4424,0,0,1,0,0,1,2,1,1,6,0,0,1,0,0,2.0,3
4425,1,1,0,0,1,2,3,1,3,2,1,0,0,0,0,2.0,1
4426,0,1,0,0,0,2,2,1,1,5,1,0,1,0,0,2.0,1
4427,0,1,1,1,1,4,2,2,1,4,1,0,0,0,3,2.0,3
4428,1,1,1,0,0,4,3,3,5,0,1,1,1,0,0,1.0,0
4429,1,1,1,2,0,0,2,1,1,4,1,0,0,0,1,4.0,0
4430,1,0,1,0,1,4,3,3,1,1,1,0,0,0,5,1.0,2
4431,0,0,1,0,0,1,2,4,1,8,0,0,1,0,0,1.0,1
4432,1,1,0,1,0,1,2,1,1,6,0,0,1,0,0,3.0,0
4433,0,0,0,0,0,4,3,1,1,6,1,0,1,0,0,2.0,1
4434,1,0,0,1,0,4,2,1,1,4,1,0,0,0,6,3.0,2
4435,1,1,1,0,0,4,2,1,1,4,1,0,0,0,1,2.0,0
4436,0,0,0,0,0,4,2,1,1,7,1,0,1,0,0,2.0,1
4437,0,0,1,1,0,0,3,1,1,4,1,0,1,0,2,3.0,1
4438,1,1,1,0,0,4,2,0,1,1,1,0,1,0,1,2.0,2
4439,0,0,0,0,0,4,2,1,1,3,1,0,1,0,5,2.0,1
4440,1,1,1,0,0,4,3,1,4,1,1,0,0,0,3,2.0,3
4441,1,0,1,1,0,4,2,1,1,4,1,0,0,0,0,3.0,2
4442,0,0,1,0,0,1,3,1,1,7,0,0,0,0,0,2.0,2
4443,1,0,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,1
4444,1,1,1,2,2,0,3,1,1,3,1,0,0,0,5,4.0,2
4445,0,0,0,0,1,4,2,1,1,6,1,0,0,0,1,2.0,1
4446,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,2
4447,1,1,0,0,0,4,2,1,1,0,1,0,0,0,1,2.0,0
4448,0,0,0,0,0,1,2,1,1,8,0,0,0,0,0,2.0,3
4449,0,1,1,1,0,4,3,1,1,2,1,0,0,0,0,3.0,3
4450,1,1,0,0,0,1,2,1,1,8,0,0,0,0,0,2.0,3
4451,0,1,1,0,2,0,2,0,1,6,1,0,0,0,0,2.0,0
4452,1,1,1,1,0,0,3,0,1,4,1,0,1,0,2,3.0,1
4453,1,1,1,0,0,4,2,1,1,8,1,1,1,0,4,2.0,3
4454,1,0,0,0,0,4,2,1,1,4,1,1,0,0,6,2.0,2
4455,0,0,1,2,0,0,2,1,1,2,1,0,0,0,13,4.0,0
4456,0,0,0,0,0,1,2,1,1,9,0,0,0,0,0,2.0,0
4457,0,0,1,0,0,2,2,1,1,6,1,0,0,0,4,2.0,2
4458,0,0,0,0,0,1,2,1,1,8,0,0,0,0,0,2.0,2
4459,0,1,1,0,0,4,2,3,1,5,1,0,0,0,3,1.0,0
4460,1,1,0,0,0,4,2,1,1,3,1,1,1,0,1,2.0,2
4461,0,0,0,0,1,4,2,4,1,6,1,0,0,0,13,1.0,0
4462,0,0,0,0,0,2,2,1,0,6,1,0,0,0,4,2.0,1
4463,0,0,0,1,1,4,2,2,1,4,1,1,1,0,4,2.0,3
4464,1,1,0,0,0,1,3,2,1,9,0,0,0,0,0,1.0,2
4465,1,1,0,0,0,4,2,3,4,1,1,0,0,1,1,1.0,1
4466,0,0,1,0,0,1,2,1,1,5,0,0,0,0,0,2.0,2
4467,1,1,1,0,0,4,2,1,1,5,1,0,0,0,1,2.0,0
4468,1,1,0,0,0,4,2,0,3,7,1,0,0,0,1,2.0,1
4469,0,0,1,1,0,2,3,0,1,4,1,0,0,0,8,3.0,3
4470,0,0,1,0,0,0,2,1,1,4,1,0,0,0,3,2.0,0
4471,0,0,1,1,1,2,2,0,1,2,1,0,0,0,7,3.0,0
4472,1,0,1,0,1,4,2,1,1,3,1,0,0,0,1,2.0,0
4473,0,0,0,0,0,1,2,4,1,7,0,0,0,0,0,1.0,1
4474,0,1,1,0,1,0,2,3,1,4,1,0,0,0,5,1.0,3
4475,0,1,0,0,0,4,2,1,1,6,1,1,1,0,1,2.0,0
4476,1,0,0,0,0,4,2,1,1,4,1,1,0,0,6,2.0,3
4477,0,0,1,3,1,4,1,1,1,2,1,1,0,0,0,5.0,3
4478,1,1,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,1
4479,0,1,0,0,0,4,3,0,1,3,1,0,0,0,2,2.0,0
4480,1,1,0,0,0,4,2,1,1,6,1,1,0,0,6,2.0,3
4481,0,0,1,0,0,4,3,3,1,0,1,0,0,0,2,1.0,1
4482,1,1,0,1,0,4,2,1,1,1,1,0,0,0,1,3.0,1
4483,0,0,0,0,1,2,3,1,1,3,1,1,1,0,5,2.0,2
4484,0,1,0,2,1,2,3,1,1,4,1,1,1,0,0,4.0,1
4485,0,0,0,0,0,2,2,1,1,6,1,0,0,0,13,2.0,1
4486,0,0,1,0,0,1,0,1,1,9,0,0,0,0,0,2.0,1
4487,0,0,1,1,0,4,2,1,1,1,1,1,1,0,0,3.0,1
4488,0,1,1,1,0,0,3,1,1,4,1,0,0,0,12,3.0,2
4489,0,1,0,0,0,4,2,1,1,3,1,1,1,0,5,2.0,0
4490,0,0,0,0,0,4,2,3,1,7,1,1,0,0,7,1.0,2
4491,0,0,1,0,2,2,2,1,1,2,1,0,0,1,8,2.0,2
4492,1,1,1,0,1,4,2,1,1,4,1,0,0,0,0,2.0,2
4493,1,1,1,1,0,4,2,1,1,1,1,0,0,0,2,3.0,1
4494,0,0,0,0,0,1,3,1,1,7,0,0,1,0,0,2.0,2
4495,0,0,1,0,0,4,2,1,1,1,1,0,0,1,3,2.0,3
4496,0,0,0,0,0,1,2,1,1,7,0,0,0,0,0,2.0,2
4497,0,0,0,1,0,2,3,1,1,3,1,1,1,1,5,3.0,2
4498,0,0,1,0,0,0,2,1,1,4,1,0,0,0,3,2.0,1
4499,0,0,1,0,0,1,2,3,1,8,0,0,1,0,0,1.0,2
4500,0,0,0,1,1,4,1,1,1,2,1,1,1,0,3,3.0,2
4501,0,0,1,0,0,1,2,4,1,7,0,0,0,0,0,1.0,2
4502,0,0,0,0,0,4,2,3,1,5,1,1,1,0,12,1.0,1
4503,0,1,0,1,0,1,2,1,2,7,0,0,1,0,0,3.0,3
4504,1,1,0,0,0,4,2,0,1,5,1,0,0,1,6,2.0,3
4505,0,0,1,0,0,4,2,1,1,6,1,1,1,0,0,2.0,1
4506,0,0,0,0,0,0,3,1,1,3,1,0,0,0,1,2.0,0
4507,0,1,1,0,0,4,2,1,1,4,1,0,0,0,13,2.0,1
4508,0,0,0,0,0,4,2,1,1,1,1,0,0,0,12,2.0,0
4509,0,0,1,0,0,4,2,4,1,6,1,0,0,0,13,1.0,0
4510,0,1,1,0,0,0,2,1,1,2,1,1,0,0,5,2.0,0
4511,1,1,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,0
4512,0,0,1,0,0,1,3,2,1,7,0,0,1,0,0,1.0,1
4513,0,0,1,0,0,4,2,1,1,5,1,0,0,0,1,2.0,2
4514,0,0,1,2,0,4,3,1,1,1,1,1,1,0,3,4.0,1
4515,0,0,0,2,0,2,2,1,1,2,1,0,0,0,5,4.0,2
4516,0,1,1,0,0,2,2,1,1,7,1,0,0,0,7,2.0,2
4517,1,1,1,0,1,4,3,1,1,6,1,0,0,0,6,2.0,0
4518,0,1,1,0,0,4,2,0,1,5,1,0,0,0,1,2.0,0
4519,1,0,1,2,0,2,3,1,1,2,1,0,0,0,0,4.0,1
4520,1,1,1,2,0,4,2,1,1,1,1,0,0,0,1,4.0,2
4521,1,1,1,1,1,4,2,1,1,2,1,0,1,0,6,3.0,2
4522,0,0,1,0,0,1,2,1,1,7,0,0,1,0,0,2.0,1
4523,1,1,0,0,0,4,2,1,1,5,1,0,0,0,6,2.0,2
4524,1,1,1,0,0,4,2,1,1,4,1,0,0,0,1,2.0,3
4525,0,0,0,1,0,0,2,1,5,3,1,0,0,0,3,3.0,1
4526,1,0,1,1,1,4,2,0,1,2,1,0,1,0,0,3.0,3
4527,0,0,1,1,0,4,2,1,1,4,1,0,0,0,2,3.0,0
4528,0,0,1,2,0,4,2,1,1,1,1,0,0,0,3,4.0,0
4529,0,1,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,1
4530,0,0,0,0,0,1,2,1,1,9,0,0,0,0,0,2.0,2
4531,1,1,1,3,0,4,2,1,1,3,1,0,0,0,1,5.0,1
4532,1,1,1,0,0,4,2,0,1,1,1,1,0,0,1,2.0,2
4533,0,0,0,0,0,4,2,0,1,6,1,0,0,0,1,2.0,3
4534,0,0,1,1,0,0,2,1,1,4,1,0,1,0,1,3.0,0
4535,0,0,1,0,0,0,2,1,1,1,1,0,1,0,0,2.0,0
4536,0,0,1,0,0,4,2,3,1,1,1,1,0,0,0,1.0,2
4537,1,1,0,0,0,4,1,2,1,1,1,1,1,0,2,1.0,0
4538,0,0,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,3
4539,0,0,0,0,0,4,2,1,1,1,1,1,0,0,1,2.0,0
4540,1,0,1,1,0,0,2,1,1,1,1,1,1,0,0,3.0,2
4541,1,0,1,0,0,4,2,1,1,7,1,0,0,0,1,2.0,3
4542,0,0,0,2,0,0,1,1,1,3,1,0,1,0,3,4.0,0
4543,0,0,1,0,0,4,3,1,1,2,1,1,1,0,8,2.0,2
4544,0,0,1,0,0,2,3,1,1,1,1,0,1,0,4,2.0,1
4545,0,0,1,0,0,1,3,1,1,7,0,0,0,0,0,2.0,1
4546,0,1,1,2,0,4,2,1,1,2,1,1,0,0,0,4.0,0
4547,1,1,1,0,0,4,1,1,1,2,1,0,0,0,1,2.0,2
4548,1,1,1,0,1,4,3,1,1,2,1,0,1,0,16,2.0,0
4549,0,0,0,0,0,0,2,1,1,6,1,0,1,0,0,2.0,0
4550,0,1,1,0,0,4,2,1,1,5,1,0,0,0,12,2.0,2
4551,0,0,1,0,0,1,2,1,1,9,0,0,1,0,0,2.0,1
4552,0,0,0,0,1,0,3,1,1,4,1,1,1,1,3,2.0,3
4553,0,0,1,2,0,4,2,1,1,2,1,0,0,0,10,4.0,1
4554,0,1,1,0,0,4,3,2,1,2,1,0,1,0,10,1.0,0
4555,0,0,1,1,2,0,3,1,1,4,1,0,1,0,0,3.0,3
4556,0,0,0,0,0,2,2,1,1,6,1,0,1,0,0,2.0,2
4557,0,1,0,0,0,4,2,1,1,2,1,1,1,0,3,2.0,3
4558,1,1,0,0,1,0,3,1,1,3,1,1,1,0,2,2.0,0
4559,0,0,1,0,0,2,2,2,1,3,1,0,0,0,0,1.0,0
4560,1,1,0,0,1,0,2,2,5,1,1,1,1,0,6,1.0,0
4561,1,1,0,0,1,0,3,3,1,1,1,0,0,0,5,1.0,0
4562,0,0,1,0,1,1,2,1,1,8,0,0,0,0,0,2.0,2
4563,1,1,0,0,0,4,2,1,1,1,1,0,0,0,5,2.0,0
4564,0,1,1,0,0,0,1,1,1,4,1,0,0,0,4,2.0,0
4565,1,1,1,0,1,0,2,1,1,5,1,0,0,0,1,2.0,3
4566,0,0,1,0,0,1,2,1,1,8,0,0,1,0,0,2.0,1
4567,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,0
4568,0,0,1,1,0,2,2,3,1,2,1,0,0,0,18,2.0,0
4569,0,0,0,0,1,0,3,1,1,4,1,1,1,1,3,2.0,0
4570,0,1,0,1,0,2,3,1,1,3,1,0,0,0,7,3.0,2
4571,0,0,1,0,0,1,3,1,1,9,0,0,0,0,0,2.0,2
4572,1,1,0,2,0,4,2,1,1,4,1,0,0,0,1,4.0,2
4573,0,0,1,0,0,2,2,1,1,4,1,0,1,0,0,2.0,3
4574,1,1,1,0,0,4,2,3,1,1,1,0,0,0,0,1.0,1
4575,1,0,0,0,0,4,2,1,1,1,1,1,0,0,1,2.0,0
4576,1,0,1,0,0,4,2,1,1,3,1,0,0,0,1,2.0,3
4577,0,0,1,0,0,1,2,1,1,8,0,0,0,0,0,2.0,2
4578,0,0,1,0,0,0,2,1,1,4,1,0,0,0,1,2.0,1
4579,0,1,1,3,0,0,2,1,1,2,1,0,0,0,1,5.0,1
4580,1,1,1,0,2,4,2,0,1,6,1,0,0,0,1,2.0,0
4581,0,1,1,0,0,1,2,1,1,7,0,0,0,0,0,2.0,2
4582,0,0,1,0,1,2,2,1,1,5,1,0,0,0,7,2.0,2
4583,0,0,1,0,0,1,2,2,1,7,0,0,1,0,0,1.0,1
4584,0,0,0,1,0,4,2,1,1,1,1,1,1,0,3,3.0,1
4585,1,0,0,0,0,1,2,1,1,9,0,0,0,0,0,2.0,3
4586,1,1,0,0,0,0,2,2,1,1,1,0,0,0,1,1.0,2
4587,1,1,0,2,0,4,2,1,1,4,1,0,0,0,6,4.0,0
4588,1,0,0,0,0,4,3,3,5,1,1,1,1,0,0,1.0,0
4589,0,0,0,0,0,2,2,1,1,7,1,1,0,0,5,2.0,1
4590,0,1,0,1,0,4,3,3,1,1,1,0,0,0,5,2.0,2
4591,0,0,0,0,0,4,2,1,1,6,1,0,0,0,2,2.0,3
4592,0,0,1,0,0,1,2,0,1,9,0,0,0,1,0,2.0,2
4593,1,1,0,0,1,4,3,0,1,2,1,1,0,0,2,2.0,2
4594,0,0,0,0,0,1,2,4,1,8,0,0,1,0,0,1.0,0
4595,1,1,1,0,0,4,2,1,1,6,1,0,0,0,0,2.0,1
4596,1,1,1,1,0,0,2,1,1,1,1,0,1,0,1,3.0,0
4597,1,1,1,2,0,4,2,1,1,5,1,1,1,0,6,4.0,2
4598,0,1,0,0,0,4,2,3,1,6,1,0,0,0,1,1.0,1
4599,0,1,0,1,0,4,3,0,1,2,1,0,0,0,3,3.0,1
4600,1,1,0,1,1,0,2,1,1,5,1,1,0,0,2,3.0,3
4601,0,1,1,1,0,4,2,0,1,4,1,0,0,0,3,3.0,0
4602,0,0,1,2,0,4,2,1,1,2,1,0,0,0,10,4.0,0
4603,0,1,0,0,0,4,2,1,1,3,1,1,0,0,13,2.0,2
4604,0,1,0,0,0,0,2,3,5,0,1,0,0,0,5,1.0,0
4605,1,1,1,1,1,4,2,1,1,5,1,0,1,0,6,3.0,2
4606,0,0,0,0,0,4,2,1,1,1,1,0,0,0,13,2.0,1
4607,0,0,1,1,0,2,2,3,1,4,1,0,0,0,0,2.0,1
4608,0,1,1,1,1,4,3,2,1,3,1,0,1,1,3,2.0,0
4609,1,1,1,0,0,0,2,1,1,5,1,1,0,0,6,2.0,2
4610,1,1,1,0,0,4,2,1,1,5,1,0,0,0,0,2.0,0
4611,0,0,1,0,1,1,2,1,2,7,0,0,0,0,0,2.0,2
4612,1,1,1,1,0,4,3,1,1,0,1,0,0,0,3,3.0,0
4613,1,1,0,0,0,4,2,1,1,7,1,0,0,0,1,2.0,3
4614,0,0,0,0,0,4,2,1,1,4,1,1,0,0,2,2.0,3
4615,1,0,1,1,0,4,3,1,1,3,1,1,1,0,0,3.0,0
4616,1,1,1,0,0,0,2,1,1,6,1,0,0,0,2,2.0,3
4617,0,0,0,0,0,4,2,3,4,3,1,0,0,0,1,1.0,0
4618,1,1,1,0,0,4,2,1,1,5,1,0,0,0,6,2.0,1
4619,0,0,0,0,0,2,2,3,1,4,1,0,0,0,5,1.0,1
4620,1,1,1,1,1,4,2,0,1,2,1,1,0,0,6,3.0,2
4621,0,0,1,0,0,2,3,1,1,7,1,1,1,0,5,2.0,0
4622,1,1,0,3,0,4,2,1,1,1,1,1,0,0,0,5.0,1
4623,0,1,0,0,0,4,2,1,1,8,1,0,0,0,1,2.0,2
4624,0,0,1,0,0,0,2,0,1,2,1,1,0,0,13,2.0,3
4625,1,1,1,0,0,2,2,1,1,1,1,0,0,0,6,2.0,1
4626,0,1,0,0,0,0,2,1,1,4,1,0,0,0,4,2.0,3
4627,0,0,0,1,0,0,2,1,1,1,1,1,1,1,9,3.0,0
4628,0,0,0,3,0,4,2,1,5,3,1,0,0,0,1,5.0,0
4629,0,0,0,2,0,4,2,1,1,3,1,0,0,0,7,4.0,3
4630,1,1,0,2,1,0,3,1,1,4,1,1,0,0,2,4.0,2
4631,0,0,1,1,0,4,2,1,1,3,1,0,0,0,5,3.0,1
4632,0,0,1,0,0,1,2,1,2,8,0,0,1,0,0,2.0,1
4633,0,1,0,0,0,4,3,0,1,2,1,1,0,0,0,2.0,1
4634,0,0,0,0,0,0,3,1,1,5,1,0,0,0,8,2.0,0
4635,0,1,0,0,0,0,2,1,1,4,1,1,0,0,7,2.0,3
4636,0,1,1,0,0,0,3,1,1,5,1,0,0,0,1,2.0,0
4637,0,0,1,0,0,2,2,2,1,5,1,0,1,0,1,1.0,0
4638,0,0,1,0,0,4,2,2,1,4,1,1,1,0,1,1.0,2
4639,1,1,1,0,1,4,2,3,1,3,1,0,0,0,1,1.0,0
4640,1,0,1,0,0,4,2,3,1,1,1,1,0,0,10,1.0,0
4641,1,0,1,0,0,1,2,0,1,8,0,0,0,0,0,2.0,3
4642,0,0,1,2,0,4,3,1,1,2,1,1,1,0,4,4.0,0
4643,0,1,1,1,1,0,2,1,1,3,1,0,1,0,3,3.0,0
4644,0,0,1,0,0,2,2,0,1,6,1,0,1,0,7,2.0,2
4645,1,1,0,2,0,4,3,1,1,2,1,1,0,0,6,4.0,1
4646,0,0,1,0,0,4,2,4,1,7,1,1,1,0,0,1.0,2
4647,0,0,1,2,0,0,3,1,1,2,1,0,0,0,4,4.0,0
4648,0,0,0,0,0,0,2,1,1,5,1,0,0,0,3,2.0,1
4649,1,1,1,0,1,4,3,1,1,8,1,0,0,0,2,2.0,3
4650,1,0,1,0,0,4,1,1,1,0,1,0,0,0,5,2.0,1
4651,0,0,1,0,0,0,2,1,1,1,1,0,1,0,13,2.0,0
4652,1,1,0,0,1,4,3,3,1,1,1,0,0,0,1,1.0,1
4653,1,1,1,0,0,4,2,1,1,6,1,0,0,0,17,2.0,0
4654,1,1,0,0,1,0,2,1,1,7,1,1,1,0,2,2.0,1
4655,0,0,1,1,0,0,2,2,1,1,1,1,1,1,13,2.0,0
4656,1,1,0,0,1,2,3,1,1,1,1,0,0,0,0,2.0,3
4657,0,0,1,0,0,0,2,0,1,3,1,0,0,0,0,2.0,1
4658,0,0,1,0,0,0,3,1,1,0,1,0,1,0,2,2.0,2
4659,0,0,0,2,0,4,2,1,1,5,1,0,0,0,7,4.0,0
4660,0,1,0,0,0,4,2,3,4,0,1,1,0,0,3,1.0,1
4661,0,1,1,0,0,2,3,3,1,2,1,1,1,0,5,1.0,0
4662,1,1,1,1,0,4,3,1,1,3,1,0,0,0,2,3.0,2
4663,0,0,1,0,0,4,2,1,1,5,1,0,0,0,1,2.0,1
